style_color,country_code,snapshot_date,model_number,product_name,color_name,gender_segment,category,subcategory,currency,price_local,sale_price_local,discount_pct,in_stock,availability_level
II6118-001,FI,2026-03-19,II6118,Nike Calm 2.0,Black/Black/Black,BOYS|GIRLS,FOOTWEAR,Younger Kids' Slides,EUR,29.99,,0.0,True,HIGH
IQ5378-663,FI,2026-03-19,IQ5378,Nike Dunk Low,Pink Foam/Light Crimson/Summit White,BOYS|GIRLS,FOOTWEAR,Baby & Toddler Shoes,EUR,69.99,,0.0,True,LOW
IM1382-900,FI,2026-03-19,IM1382,Nike Dunk Low By You,Multi-Colour/Multi-Colour/Multi-Colour,WOMEN,FOOTWEAR,Custom Women's Shoes,EUR,139.99,,0.0,True,HIGH
FJ2256-900,FI,2026-03-19,FJ2256,Nike Dunk Low Unlocked By You,Multi-Colour/Multi-Colour/Multi-Colour,WOMEN,FOOTWEAR,Custom Women's Shoes,EUR,159.99,,0.0,True,HIGH
IO7564-900,FI,2026-03-19,IO7564,Nike Field General By You,Multi-Colour/Multi-Colour,WOMEN,FOOTWEAR,Custom Women's Shoes,EUR,119.99,,0.0,True,HIGH
IO7556-900,FI,2026-03-19,IO7556,Nike Field General By You,Multi-Colour/Multi-Colour,MEN,FOOTWEAR,Custom Men's Shoes,EUR,119.99,,0.0,True,HIGH
CW7635-991,FI,2026-03-19,CW7635,Nike Internationalist By You,Multi-Colour/Multi-Colour/Multi-Colour,MEN,FOOTWEAR,Custom Men's Shoe,EUR,119.99,,0.0,True,HIGH
IM3650-640,FI,2026-03-19,IM3650,Nike Jr. Mercurial Vapor 16 Academy 'Vini Jr'.,Sunset Pulse/Old Royal,BOYS|GIRLS,FOOTWEAR,Older Kids' Multi-Ground Low-Top Football Boot,EUR,69.99,,0.0,True,HIGH
DN3614-458,FI,2026-03-19,DN3614,Nike Mercurial Hardshell,Racer Blue/Black/Pink Blast,MEN|WOMEN,EQUIPMENT,Football Shinguards,EUR,27.99,,0.0,True,LOW
HQ3271-900,FI,2026-03-19,HQ3271,Nike Mercurial Superfly 10 Academy By You,Multi-Colour/Multi-Colour,MEN|WOMEN,FOOTWEAR,Custom FG High-Top Football Boot,EUR,129.99,,0.0,True,HIGH
HQ3270-900,FI,2026-03-19,HQ3270,Nike Mercurial Vapor 16 Academy By You,Multi-Colour/Multi-Colour,MEN|WOMEN,FOOTWEAR,Custom Firm-Ground Low-Top Football Boot,EUR,119.99,,0.0,True,HIGH
HQ4308-003,FI,2026-03-19,HQ4308,Nike Mind 002,Light Smoke Grey/Photon Dust/Hyper Crimson/Chrome,MEN,FOOTWEAR,Men's Shoes,EUR,139.99,,0.0,True,OOS
FV5638-006,FI,2026-03-19,FV5638,Nike Pegasus Trail 5,Black/Volt Ice/Phantom,BOYS|GIRLS,FOOTWEAR,Older Kids' Trail-Running Shoes,EUR,109.99,,0.0,True,MEDIUM
HV6335-102,FI,2026-03-19,HV6335,Nike Phantom,White/Racer Blue/Pink Blast,MEN|WOMEN,EQUIPMENT,Football,EUR,24.99,,0.0,True,HIGH
FJ0439-010,FI,2026-03-19,FJ0439,Nike Sportswear,Black/Black/White,MEN|WOMEN,EQUIPMENT,RPM Tote (26L),EUR,84.99,,0.0,True,HIGH
IO9567-400,FI,2026-03-19,IO9567,Nike Streakfly 2 Glam,Dark Obsidian/Electric Green/Purple Dynasty/Black,MEN,FOOTWEAR,Road Racing Shoes,EUR,189.99,,0.0,True,OOS
IO9913-100,FI,2026-03-19,IO9913,Nike Structure Plus,White/Sail/Sea Glass/White,WOMEN,FOOTWEAR,Women's Road Running Shoes,EUR,179.99,,0.0,True,LOW
IB6554-001,FI,2026-03-19,IB6554,Nike Vapor 12,Black/Light Lemon Twist/Blue Ribbon Heather/White,WOMEN,FOOTWEAR,Women's Hard Court Tennis Shoes,EUR,169.99,,0.0,True,LOW
IB6558-100,FI,2026-03-19,IB6558,Nike Vapor Pro 3,Sail/Turf Orange/Blue Ribbon Heather/Black,MEN,FOOTWEAR,Men's Hard Court Tennis Shoes,EUR,139.99,,0.0,True,LOW
IB6550-700,FI,2026-03-19,IB6550,Nike Vapor Pro 3,Light Lemon Twist/Blue Ribbon Heather/Laser Fuchsia/Black,WOMEN,FOOTWEAR,Women's Hard Court Tennis Shoes,EUR,139.99,,0.0,True,LOW
IF0515-002,FI,2026-03-19,IF0515,Nike Vomero 18,Black/Coconut Milk/Light Iron Ore/Summit White,WOMEN,FOOTWEAR,Women's Road Running Shoes (Extra Wide),EUR,149.99,,0.0,True,LOW
IO7528-900,FI,2026-03-19,IO7528,Nike Vomero 18 By You,Multi-Colour/Multi-Colour/Multi-Colour,MEN,FOOTWEAR,Custom Men's Road Running Shoes,EUR,189.99,,0.0,True,HIGH
IO7552-900,FI,2026-03-19,IO7552,Nike Vomero 18 By You,Multi-Colour/Multi-Colour/Multi-Colour,WOMEN,FOOTWEAR,Custom Women's Road Running Shoes,EUR,189.99,,0.0,True,HIGH
IO9566-400,FI,2026-03-19,IO9566,Nike Zoom Fly 6 Glam,Dark Obsidian/Racer Blue/Emerald Rise/Black,WOMEN,FOOTWEAR,Women's Road Racing Shoes,EUR,179.99,,0.0,True,LOW
IQ5175-001,FI,2026-03-19,IQ5175,Nike Zoom GP Challenge 1.5 PRM,Black/Light Lemon Twist/White,WOMEN,FOOTWEAR,Women's Hard Court Tennis Shoes,EUR,159.99,,0.0,True,LOW
HQ2181-004,FI,2026-03-19,HQ2181,Nike Zoom Vomero Roam,Black/Black/Racer Blue/Black,WOMEN,FOOTWEAR,Women's Winterized Shoes,EUR,179.99,,0.0,True,HIGH
IF1989-435,FI,2026-03-19,IF1989,Nike x Stranger Things,Light Photo Blue/Light Photo Blue,MEN,APPAREL,Men's Pullover Hoodie,EUR,74.99,,0.0,True,LOW
II5248-051,FI,2026-03-19,II5248,Nike x Stranger Things,Birch Heather,MEN,APPAREL,Men's T-Shirt,EUR,59.99,,0.0,True,LOW
DN2016-403,FI,2026-03-19,DN2016,Oklahoma City Thunder Icon Edition,Signal Blue,MEN,APPAREL,Men's Nike Dri-FIT NBA Swingman Jersey,EUR,104.99,,0.0,True,LOW
FN8972-101,FI,2026-03-19,FN8972,Paris Saint-Germain 2024/25 Stadium Away,White/Midnight Navy/University Red/Midnight Navy,WOMEN,APPAREL,Women's Nike Dri-FIT Football Replica Shirt,EUR,99.99,,0.0,True,OOS
HQ4232-045,FI,2026-03-19,HQ4232,Paris Saint-Germain 2025/26 Stadium Fourth,Off-Noir/Black/Pearl Pink,BOYS|GIRLS,APPAREL,Older Kids' Jordan Dri-FIT Football Replica Shirt,EUR,79.99,,0.0,True,OOS
HM3206-045,FI,2026-03-19,HM3206,Paris Saint-Germain 2025/26 Stadium Fourth,Off-Noir/Black/Pearl Pink,MEN,APPAREL,Men's Jordan Dri-FIT Football Replica Shirt,EUR,99.99,,0.0,True,HIGH
HJ4606-680,FI,2026-03-19,HJ4606,Paris Saint-Germain 2025/26 Stadium Third,Global Red/Sport Red/Hyper Royal,MEN,APPAREL,Men's Nike Dri-FIT Total 90 Football Replica Shirt,EUR,99.99,,0.0,True,OOS
HM3245-680,FI,2026-03-19,HM3245,Paris Saint-Germain 2025/26 Stadium Third,Global Red/Sport Red/Hyper Royal,WOMEN,APPAREL,Women's Nike Dri-FIT Total 90 Football Replica Shirt,EUR,99.99,,0.0,True,LOW
DO9422-566,FI,2026-03-19,DO9422,Phoenix Suns Icon Edition,New Orchid/White,MEN,APPAREL,Men's Nike Dri-FIT NBA Swingman Shorts,EUR,69.99,,0.0,True,OOS
IO7548-900,FI,2026-03-19,IO7548,Sabrina 3 By You,Multi-Colour/Multi-Colour/Multi-Colour,MEN|WOMEN,FOOTWEAR,Custom Basketball Shoes,EUR,159.99,,0.0,True,HIGH
HM5981-123,FI,2026-03-19,HM5981,Stephen Curry Golden State Warriors City Edition,Natural,MEN,APPAREL,Men's Nike NBA Swingman Jersey,EUR,104.99,,0.0,True,MEDIUM
HV9261-101,FI,2026-03-19,HV9261,Tottenham Hotspur 2025/26 Stadium Home,White/Light Iron Ore/Binary Blue,MEN,APPAREL,Men's Nike Dri-FIT Football Replica Long-Sleeve Shirt,EUR,109.99,,0.0,True,LOW
HM3207-741,FI,2026-03-19,HM3207,Tottenham Hotspur 2025/26 Stadium Third,Dynamic Yellow/Blue Void/Pacific Blue/Blue Void,MEN,APPAREL,Men's Nike Dri-FIT Total 90 Football Replica Shirt,EUR,99.99,,0.0,True,LOW
FZ1307-432,JP,2026-03-19,FZ1307,FCバルセロナ 2025/26 スタジアム フォース,ジムブルー/ジムブルー/サルサレッド/オプティイエロー,BOYS|GIRLS,APPAREL,ジュニア ナイキ Dri-FIT サッカー レプリカ ユニフォーム,JPY,13200.0,,0.0,True,HIGH
FZ1304-432,JP,2026-03-19,FZ1304,FCバルセロナ 2025/26 スタジアム フォース,ジムブルー/ジムブルー/サルサレッド/オプティイエロー,MEN,APPAREL,メンズ ナイキ Dri-FIT サッカー レプリカ ユニフォーム,JPY,15620.0,,0.0,True,OOS
FZ1311-432,JP,2026-03-19,FZ1311,FCバルセロナ 2025/26 マッチ フォース,ジムブルー/ジムブルー/サルサレッド/オプティイエロー,MEN,APPAREL,メンズ ナイキ Dri-FIT ADV サッカー オーセンティック ユニフォーム,JPY,24530.0,,0.0,True,HIGH
FZ3958-412,JP,2026-03-19,FZ3958,FCバルセロナ ストライク フォース,ユニバーシティブルー/ジムブルー/オプティイエロー,MEN,APPAREL,メンズ ナイキ Dri-FIT サッカー アンセム ジャケット,JPY,16699.0,,0.0,True,LOW
HJ4591-439,JP,2026-03-19,HJ4591,インテル ミラノ 2025/26 スタジアム ホーム,リヨンブルー/ブラック/クロリンブルー,MEN,APPAREL,メンズ ナイキ Dri-FIT サッカー レプリカ ユニフォーム,JPY,15620.0,,0.0,True,OOS
HM3196-438,JP,2026-03-19,HM3196,インテル ミラノ 2025/26 マッチ サード,サンダーブルー/セーフティオレンジ/セーフティオレンジ,MEN,APPAREL,メンズ ナイキ Dri-FIT ADV トータル 90 サッカー オーセンティック ユニフォーム,JPY,21780.0,,0.0,True,LOW
IB3536-413,JP,2026-03-19,IB3536,インテルミラノ 2026 スタジアム SE,ハイパーブルー/ブラック/セーフティオレンジ,BOYS|GIRLS,APPAREL,ジュニア ナイキ ACG Dri-FIT サッカー レプリカ ユニフォーム トップス,JPY,13200.0,,0.0,True,LOW
DV0991-101,JP,2026-03-19,DV0991,エア ジョーダン 1 MID,ホワイト/ホワイト/ブラック,MEN|WOMEN,FOOTWEAR,ウィメンズシューズ (22-29cm),JPY,18700.0,,0.0,True,LOW
IO7449-600,JP,2026-03-19,IO7449,エア ジョーダン 1 MID SE,チームレッド/オブシディアン/ペールバニラ,MEN,FOOTWEAR,メンズシューズ,JPY,20350.0,,0.0,True,LOW
IB7010-001,JP,2026-03-19,IB7010,エア ジョーダン 1 MID SE,ライトアイアンオール/ペールアイボリー/オートミール/エニグマストーン,WOMEN,FOOTWEAR,ウィメンズシューズ,JPY,20350.0,,0.0,True,LOW
HQ2011-100,JP,2026-03-19,HQ2011,エア ジョーダン 1 MID SE,ホワイト/ケイブストーン/ダークサルファー/オイルグレー,MEN,FOOTWEAR,メンズシューズ,JPY,17399.0,20350.0,14.5012,True,OOS
DN3707-202,JP,2026-03-19,DN3707,"エア ジョーダン 3 レトロ ""Medium Olive""",ミディアムオリーブ/ニュートラルオリーブ/セイル/セコイア,MEN,FOOTWEAR,メンズシューズ,JPY,27199.0,31900.0,14.7367,True,LOW
II5389-417,JP,2026-03-19,II5389,エア ジョーダン 85,オールドロイヤル,MEN,APPAREL,メンズ オーバーサイズド グラフィック クルーネック スウェットシャツ,JPY,6270.0,,0.0,True,LOW
IB7012-600,JP,2026-03-19,IB7012,エア ジョーダン 1 LOW SE,チームレッド/シエラレッド,WOMEN,FOOTWEAR,ウィメンズシューズ,JPY,18700.0,,0.0,True,LOW
FV4227-700,JP,2026-03-19,FV4227,エア ジョーダン 1 エレメント LOW A/T,ライトレモンツイスト/ライフライム/ライトワイルドマンゴー/ライムアイス,MEN,FOOTWEAR,メンズシューズ,JPY,29700.0,,0.0,True,LOW
HQ6996-200,JP,2026-03-19,HQ6996,"エア ジョーダン 1 レトロ LOW ""Medium Olive and Summit White""",ミディアムオリーブ/サミットホワイト/セイル/ブラック,BOYS|GIRLS,FOOTWEAR,リトルキッズシューズ,JPY,11550.0,,0.0,True,LOW
HV4794-100,JP,2026-03-19,HV4794,"エア ジョーダン 9 レトロ ""Flint Grey and French Blue""",ホワイト/フリントグレー/フレンチブルー,MEN,FOOTWEAR,メンズシューズ,JPY,32340.0,,0.0,True,LOW
IB2740-010,JP,2026-03-19,IB2740,コービー,ブラック/アンスラサイト/ホワイト,BOYS|GIRLS,APPAREL,ジュニア ウィンタライズド バスケットボールパンツ,JPY,10780.0,,0.0,True,LOW
IO0311-010,JP,2026-03-19,IO0311,コービー オールスター ウィークエンド,ブラック/ソニックイエロー/ライトフォトブルー,BOYS|GIRLS,APPAREL,ジュニア フリース バスケットボールパーカー,JPY,9900.0,,0.0,True,HIGH
DN2005-401,JP,2026-03-19,DN2005,ゴールデンステート ウォリアーズ アイコン エディション,ラッシュブルー,MEN,APPAREL,メンズ ナイキ Dri-FIT NBA スウィングマン ジャージー,JPY,16500.0,,0.0,True,HIGH
FJ0238-728,JP,2026-03-19,FJ0238,ゴールデンステート ウォリアーズ エッセンシャル,アマリロ,MEN,APPAREL,メンズ ナイキ NBA Tシャツ,JPY,4730.0,,0.0,True,LOW
IO7548-900,JP,2026-03-19,IO7548,サブリナ 3 By You,マルチカラー/マルチカラー/マルチカラー,MEN|WOMEN,FOOTWEAR,カスタム バスケットボールシューズ,JPY,21450.0,,0.0,True,HIGH
IQ0547-045,JP,2026-03-19,IQ0547,ジョーダン,オフノワール,MEN,APPAREL,メンズ グラフィック Tシャツ,JPY,5500.0,,0.0,True,LOW
DQ8424-109,JP,2026-03-19,DQ8424,ジョーダン 1 MID,サミットホワイト/インフラレッド23/ニュートラルグレー/ブラック,BOYS|GIRLS,FOOTWEAR,リトルキッズシューズ,JPY,10450.0,,0.0,True,LOW
II7579-016,JP,2026-03-19,II7579,ジョーダン ティエンポ ストリートガト SE,ファントム/インフラレッド23/セイル,MEN|WOMEN,FOOTWEAR,インドアコート ローカット サッカーシューズ,JPY,15180.0,,0.0,True,OOS
DM0979-009,JP,2026-03-19,DM0979,ジョーダン ハイドロ 6 レトロ,ブラック/インフラレッド23,MEN,FOOTWEAR,スライド,JPY,9680.0,,0.0,True,MEDIUM
IF1822-010,JP,2026-03-19,IF1822,ジョーダン フライト,ブラック/ホワイト,MEN,APPAREL,メンズ グラフィック ワークウェア ジャケット,JPY,24090.0,,0.0,True,LOW
IQ5238-010,JP,2026-03-19,IQ5238,ジョーダン フライト,ブラック/セイル,MEN,APPAREL,メンズ ウーブン パンツ,JPY,17270.0,,0.0,True,LOW
HQ9020-133,JP,2026-03-19,HQ9020,ジョーダン ブルックリン,セイル/セイル,MEN,APPAREL,メンズ リアルツリー Tシャツ,JPY,5399.0,6380.0,15.3762,True,LOW
IM5104-417,JP,2026-03-19,IM5104,ジョーダン ブルックリン,オールドロイヤル/ブラック/イエローパルス/イエローパルス,MEN,APPAREL,メンズ 13cm ウーブン ショートパンツ,JPY,6380.0,,0.0,True,LOW
HM5981-123,JP,2026-03-19,HM5981,ステフィン カリー ゴールデンステート ウォリアーズ シティ エディション,ナチュラル,MEN,APPAREL,メンズ ナイキ NBA スウィングマン ジャージー,JPY,16500.0,,0.0,True,HIGH
HM3207-741,JP,2026-03-19,HM3207,トッテナム ホットスパー 2025/26 スタジアム サード,ダイナミックイエロー/ブルーボイド/パシフィックブルー/ブルーボイド,MEN,APPAREL,メンズ ナイキ Dri-FIT トータル 90 サッカー レプリカ ユニフォーム,JPY,15620.0,,0.0,True,OOS
HV9261-101,JP,2026-03-19,HV9261,トッテナム ホットスパー 2025/26 スタジアム ホーム,ホワイト/ライトアイアンオール/バイナリーブルー,MEN,APPAREL,メンズ ナイキ Dri-FIT サッカー レプリカ ロングスリーブ ユニフォーム,JPY,18700.0,,0.0,True,LOW
IF1707-078,JP,2026-03-19,IF1707,ナイキ ACG,グレーフォグ/ライトレモンツイスト/サミットホワイト,BOYS|GIRLS,APPAREL,ジュニア UV ロングスリーブ トップ,JPY,7480.0,,0.0,True,LOW
HQ6413-002,JP,2026-03-19,HQ6413,ナイキ V5 RNR,ブラック/アンスラサイト/ブラック,BOYS|GIRLS,FOOTWEAR,ベビーシューズ,JPY,6600.0,,0.0,True,LOW
IF1989-435,JP,2026-03-19,IF1989,ナイキ x ストレンジャー シングス,ライトフォトブルー/ライトフォトブルー,MEN,APPAREL,メンズ プルオーバー パーカー,JPY,11330.0,,0.0,True,HIGH
II5248-051,JP,2026-03-19,II5248,ナイキ x ストレンジャー シングス,バーチヘザー,MEN,APPAREL,メンズ Tシャツ,JPY,8910.0,,0.0,True,HIGH
IO9395-628,JP,2026-03-19,IO9395,"ナイキ アカデミー ""Vini Jr.""",サンセットパルス/オールドロイヤル/オールドロイヤル,MEN|WOMEN,EQUIPMENT,サッカーボール,JPY,5170.0,,0.0,True,HIGH
IM8066-999,JP,2026-03-19,IM8066,ナイキ アルファフライ 3,マルチカラー/ボルト/ホワイト/ブラック,MEN,FOOTWEAR,メンズ ロード レーシングシューズ,JPY,34499.0,40480.0,14.7752,True,LOW
CW7635-991,JP,2026-03-19,CW7635,ナイキ インターナショナリスト By You,マルチカラー/マルチカラー/マルチカラー,MEN,FOOTWEAR,カスタム メンズシューズ,JPY,17050.0,,0.0,True,HIGH
FD9781-900,JP,2026-03-19,FD9781,ナイキ エア ハラチ By You,マルチカラー/マルチカラー/マルチカラー,MEN,FOOTWEAR,カスタム メンズシューズ,JPY,19800.0,,0.0,True,HIGH
IQ3408-286,JP,2026-03-19,IQ3408,ナイキ エア フォース 1 '07 プレミアム,リネン/ムーンパーティクル/ミンクブラウン/バーガンディクラッシュ,MEN,FOOTWEAR,メンズシューズ,JPY,19800.0,,0.0,True,LOW
HF0659-900,JP,2026-03-19,HF0659,ナイキ エア フォース 1 LOW By You,マルチカラー/マルチカラー/マルチカラー,MEN,FOOTWEAR,カスタム メンズシューズ,JPY,19800.0,,0.0,True,HIGH
HF0660-900,JP,2026-03-19,HF0660,ナイキ エア フォース 1 MID By You,マルチカラー/マルチカラー/マルチカラー,MEN,FOOTWEAR,カスタム メンズシューズ,JPY,20900.0,,0.0,True,MEDIUM
HF0662-900,JP,2026-03-19,HF0662,ナイキ エア フォース 1 MID By You,マルチカラー/マルチカラー/マルチカラー,WOMEN,FOOTWEAR,カスタム ウィメンズシューズ,JPY,20900.0,,0.0,True,MEDIUM
HQ3714-900,JP,2026-03-19,HQ3714,ナイキ エア マックス 1 By You,マルチカラー/マルチカラー/マルチカラー,MEN,FOOTWEAR,カスタム メンズシューズ,JPY,25080.0,,0.0,True,MEDIUM
HQ3713-900,JP,2026-03-19,HQ3713,ナイキ エア マックス 1 By You,マルチカラー/マルチカラー/マルチカラー,WOMEN,FOOTWEAR,カスタム ウィメンズシューズ,JPY,25080.0,,0.0,True,MEDIUM
IQ8027-900,JP,2026-03-19,IQ8027,ナイキ エア マックス 270 By You,マルチカラー/マルチカラー,MEN,FOOTWEAR,メンズシューズ,JPY,25850.0,,0.0,True,HIGH
DM1182-991,JP,2026-03-19,DM1182,ナイキ エア マックス 95 By You,マルチカラー/マルチカラー/マルチカラー/マルチカラー,MEN,FOOTWEAR,カスタム メンズシューズ,JPY,26400.0,,0.0,True,HIGH
FN6743-900,JP,2026-03-19,FN6743,ナイキ エア マックス 97 By You,マルチカラー/マルチカラー/マルチカラー,MEN,FOOTWEAR,カスタム メンズシューズ,JPY,28600.0,,0.0,True,HIGH
IQ0288-100,JP,2026-03-19,IQ0288,ナイキ エア マックス プラス,ホワイト/パールグレー/ブラック/ネオンイエロー,MEN,FOOTWEAR,メンズシューズ,JPY,23100.0,,0.0,True,LOW
HF0665-900,JP,2026-03-19,HF0665,ナイキ エア マックス プラス By You,マルチカラー/マルチカラー/マルチカラー,MEN|WOMEN,FOOTWEAR,ウィメンズシューズ,JPY,28600.0,,0.0,True,HIGH
IQ9029-001,JP,2026-03-19,IQ9029,ナイキ エア マックス 90,ブラック/アンスラサイト/ライトチャコール/ネオンイエロー,BOYS|GIRLS,FOOTWEAR,ベビーシューズ,JPY,9130.0,,0.0,True,OOS
IQ9026-001,JP,2026-03-19,IQ9026,ナイキ エア マックス 90,ブラック/アンスラサイト/ライトチャコール/ネオンイエロー,BOYS|GIRLS,FOOTWEAR,リトルキッズシューズ,JPY,11000.0,,0.0,True,LOW
IQ7583-001,JP,2026-03-19,IQ7583,ナイキ エア マックス 90,ブラック/アンスラサイト/ライトチャコール/ネオンイエロー,BOYS|GIRLS,FOOTWEAR,ジュニアシューズ,JPY,13750.0,,0.0,True,LOW
IB6606-600,JP,2026-03-19,IB6606,"ナイキ エア マックス 90 プレミアム ""Valentine's Day""",ユニバーシティレッド/ブラック/ユニバーシティレッド,MEN,FOOTWEAR,メンズシューズ,JPY,17600.0,,0.0,True,OOS
II6118-001,JP,2026-03-19,II6118,ナイキ カーム 2.0,ブラック/ブラック/ブラック,BOYS|GIRLS,FOOTWEAR,キッズスライド,JPY,3520.0,,0.0,True,LOW
IM3650-640,JP,2026-03-19,IM3650,"ナイキ ジュニア マーキュリアル ヴェイパー 16 アカデミー ""Vini Jr.""",サンセットパルス/オールドロイヤル,BOYS|GIRLS,FOOTWEAR,ジュニア マルチグラウンド ローカット サッカースパイク,JPY,8030.0,,0.0,True,LOW
IO9913-100,JP,2026-03-19,IO9913,ナイキ ストラクチャー プラス,ホワイト/セイル/シーグラス/ホワイト,WOMEN,FOOTWEAR,ウィメンズ ロードランニングシューズ,JPY,22000.0,,0.0,True,LOW
IO9567-400,JP,2026-03-19,IO9567,ナイキ ストリークフライ 2 グラム,ダークオブシディアン/エレクトリックグリーン/パープルダイナスティー/ブラック,MEN,FOOTWEAR,ロード レーシングシューズ,JPY,28050.0,,0.0,True,OOS
FJ0439-010,JP,2026-03-19,FJ0439,ナイキ スポーツウェア,ブラック/ブラック/ホワイト,MEN|WOMEN,EQUIPMENT,RPM トート (26L),JPY,11990.0,,0.0,True,HIGH
IF1704-010,JP,2026-03-19,IF1704,ナイキ スポーツウェア,ブラック/ホワイト/ホワイト,GIRLS,APPAREL,ジュニア (ガールズ) ウーブン パンツ,JPY,9240.0,,0.0,True,LOW
FZ5923-010,JP,2026-03-19,FZ5923,ナイキ スポーツウェア クラシック パファー,ブラック/ホワイト,WOMEN,APPAREL,ウィメンズ Therma-FIT ルーズ ベスト,JPY,12399.0,14630.0,15.2495,True,HIGH
FZ5923-072,JP,2026-03-19,FZ5923,ナイキ スポーツウェア クラシック パファー,ライトボーン/ホワイト,WOMEN,APPAREL,ウィメンズ Therma-FIT ルーズ ベスト,JPY,12399.0,14630.0,15.2495,True,HIGH
FZ6132-364,JP,2026-03-19,FZ6132,ナイキ スポーツウェア コミュート,クレイグリーン/クレイグリーン/スチーム,MEN|WOMEN,EQUIPMENT,スリングバッグ（9L）,JPY,7899.0,9240.0,14.513,True,HIGH
FZ6128-382,JP,2026-03-19,FZ6128,ナイキ スポーツウェア コミュート,ミネラルスレート/ミネラルスレート/ライトパミス,MEN|WOMEN,EQUIPMENT,バックパック (25L),JPY,11990.0,,0.0,True,HIGH
FN3662-440,JP,2026-03-19,FN3662,ナイキ スポーツウェア チル ニット,ライトアーモリーブルー/セイル,WOMEN,APPAREL,ウィメンズ タイト スクープバック ロングスリーブ ミニリブ トップ,JPY,6399.0,7480.0,14.4519,True,LOW
FN3665-104,JP,2026-03-19,FN3665,ナイキ スポーツウェア チル ニット,ライトオールウッドブラウン/セイル,WOMEN,APPAREL,ウィメンズ タイト スクープバック ショートスリーブ ミニリブ トップ,JPY,5899.0,,0.0,True,HIGH
FN3623-010,JP,2026-03-19,FN3623,ナイキ スポーツウェア フェニックス プラッシュ,ブラック/セイル,WOMEN,APPAREL,ウィメンズ ハイウエスト ワイドレッグ コージー フリース パンツ,JPY,10450.0,,0.0,True,HIGH
IO9566-400,JP,2026-03-19,IO9566,ナイキ ズーム フライ 6 グラム,ダークオブシディアン/レーサーブルー/エメラルドライズ/ブラック,WOMEN,FOOTWEAR,ウィメンズ ロード レーシングシューズ,JPY,19800.0,,0.0,True,OOS
HQ2181-004,JP,2026-03-19,HQ2181,ナイキ ズーム ボメロ ローム,ブラック/ブラック/レーサーブルー/ブラック,WOMEN,FOOTWEAR,ウィメンズ ウィンタライズド シューズ,JPY,25080.0,,0.0,True,LOW
IQ5378-663,JP,2026-03-19,IQ5378,ナイキ ダンク LOW,ピンクフォーム/ライトクリムゾン/サミットホワイト,BOYS|GIRLS,FOOTWEAR,ベビーシューズ,JPY,7700.0,,0.0,True,LOW
IM1382-900,JP,2026-03-19,IM1382,ナイキ ダンク LOW By You,マルチカラー/マルチカラー/マルチカラー,WOMEN,FOOTWEAR,カスタム ウィメンズシューズ,JPY,18700.0,,0.0,True,MEDIUM
FJ2256-900,JP,2026-03-19,FJ2256,ナイキ ダンク LOW アンロックド By You,マルチカラー/マルチカラー/マルチカラー,WOMEN,FOOTWEAR,カスタム ウィメンズシューズ,JPY,23650.0,,0.0,True,HIGH
FZ6298-010,JP,2026-03-19,FZ6298,ナイキ ツアー,ブラック/ホワイト/ホワイト,WOMEN,APPAREL,ウィメンズ Dri-FIT ショートスリーブ ゴルフポロ,JPY,11199.0,13200.0,15.1591,True,LOW
IQ8295-339,JP,2026-03-19,IQ8295,ナイキ ティエンポ ストリートガト LE,オリーブオーラ/メタリックレッドブロンズ/ライトリキッドライム,MEN|WOMEN,FOOTWEAR,インドアコート ローカット サッカーシューズ,JPY,13200.0,,0.0,True,OOS
IO9607-960,JP,2026-03-19,IO9607,ナイキ ティエンポ リゲラ プロ LE,メタリックレッドブロンズ/メタリックローズゴールド,MEN|WOMEN,FOOTWEAR,ファームグラウンド ローカット サッカースパイク,JPY,18150.0,,0.0,True,OOS
IO7564-900,JP,2026-03-19,IO7564,ナイキ フィールド ジェネラル By You,マルチカラー/マルチカラー,WOMEN,FOOTWEAR,カスタム ウィメンズシューズ,JPY,18150.0,,0.0,True,HIGH
IO7556-900,JP,2026-03-19,IO7556,ナイキ フィールド ジェネラル By You,マルチカラー/マルチカラー,MEN,FOOTWEAR,カスタム メンズシューズ,JPY,18150.0,,0.0,True,HIGH
IF7444-100,JP,2026-03-19,IF7444,ナイキ フライ,ホワイト/アンスラサイト,MEN|WOMEN,APPAREL,Dri-FIT ADV アンストラクチャード クーリング キャップ,JPY,15400.0,,0.0,True,HIGH
